Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
45,19:00,19:15,-0.0,7.999999999999938,-7.999999999999938
46,19:15,19:30,-0.0,8.000000000002762,-8.000000000002762
47,19:30,19:45,-0.0,8.000000000002824,-8.000000000002824
48,19:45,20:00,-0.0,7.999999999999999,-7.999999999999999
49,20:00,20:15,-0.0,8.0,-8.0
50,20:15,20:30,-0.0,8.0,-8.0
51,20:30,20:45,-0.0,1.8526315789407894,-1.8526315789407894
52,20:45,21:00,-0.0,-1.0658141036401503e-14,1.0658141036401503e-14
53,21:00,21:15,5.04711792071458,6.364732924419391e-12,5.0471179207082155
54,21:15,21:30,5.04711792071458,-6.854142083394735e-13,5.047117920715266
55,21:30,21:45,5.047117920715353,-6.854142083394735e-13,5.047117920716039
56,21:45,22:00,5.04711792071458,-6.854142083394735e-13,5.047117920715266
57,22:00,22:15,5.04711792071458,0.0,5.04711792071458
58,22:15,22:30,5.04711792071458,0.0,5.04711792071458
59,22:30,22:45,5.04711792071458,0.0,5.04711792071458
60,22:45,23:00,5.04711792071458,0.0,5.04711792071458
61,23:00,23:15,5.04711792071458,0.0,5.04711792071458
62,23:15,23:30,5.04711792071458,0.0,5.04711792071458
63,23:30,23:45,5.04711792071458,0.0,5.04711792071458
64,23:45,00:00,5.047117920714037,0.0,5.047117920714037
65,00:00,00:15,5.04711792071458,0.0,5.04711792071458
66,00:15,00:30,5.04711792071458,0.0,5.04711792071458
67,00:30,00:45,5.04711792071458,0.0,5.04711792071458
68,00:45,01:00,5.04711792071458,0.0,5.04711792071458
69,01:00,01:15,5.04711792071458,0.0,5.04711792071458
70,01:15,01:30,5.04711792071458,0.0,5.04711792071458
71,01:30,01:45,5.04711792071458,0.0,5.04711792071458
72,01:45,02:00,5.04711792071458,0.0,5.04711792071458
73,02:00,02:15,5.04711792071458,0.0,5.04711792071458
74,02:15,02:30,5.04711792071458,0.0,5.04711792071458
75,02:30,02:45,5.04711792071458,0.0,5.04711792071458
76,02:45,03:00,5.04711792071458,0.0,5.04711792071458
77,03:00,03:15,5.04711792071458,0.0,5.04711792071458
78,03:15,03:30,5.04711792071458,0.0,5.04711792071458
79,03:30,03:45,5.047117920714037,0.0,5.047117920714037
80,03:45,04:00,5.04711792071458,0.0,5.04711792071458
81,04:00,04:15,5.04711792071458,0.0,5.04711792071458
82,04:15,04:30,5.04711792071458,0.0,5.04711792071458
83,04:30,04:45,5.04711792071458,0.0,5.04711792071458
84,04:45,05:00,5.04711792071458,0.0,5.04711792071458
85,05:00,05:15,5.04711792071458,0.0,5.04711792071458
86,05:15,05:30,5.04711792071458,0.0,5.04711792071458
87,05:30,05:45,5.04711792071458,0.0,5.04711792071458
88,05:45,06:00,5.047117920713797,0.0,5.047117920713797
89,06:00,06:15,5.04711792071458,0.0,5.04711792071458
90,06:15,06:30,5.04711792071458,-6.217248937900877e-14,5.047117920714642
91,06:30,06:45,5.04711792071458,-6.217248937900877e-14,5.047117920714642
92,06:45,07:00,5.04711792071458,-6.217248937900877e-14,5.047117920714642
93,07:00,07:15,5.04711792071458,0.0,5.04711792071458
94,07:15,07:30,5.047117920714874,0.0,5.047117920714874
95,07:30,07:45,5.04711792071458,0.0,5.04711792071458
96,07:45,08:00,5.047117920714515,0.0,5.047117920714515
