Time_Period,Time_Start_Label,Time_End_Label,Grid_Energy_kWh,Energy_Cost_USD,CO2_Emissions_kg,Cumulative_Energy_Cost_USD,Cumulative_CO2_Emissions_kg
1,08:00,08:15,0.0,0.0,0.0,0.0,0.0
2,08:15,08:30,0.0,0.0,0.0,0.0,0.0
3,08:30,08:45,0.0,0.0,0.0,0.0,0.0
4,08:45,09:00,-0.0,-0.0,-0.0,0.0,0.0
5,09:00,09:15,-0.0,-0.0,-0.0,0.0,0.0
6,09:15,09:30,-0.0,-0.0,-0.0,0.0,0.0
7,09:30,09:45,-0.0,-0.0,-0.0,0.0,0.0
8,09:45,10:00,-0.0,-0.0,-0.0,0.0,0.0
9,10:00,10:15,-0.0,-0.0,-0.0,0.0,0.0
10,10:15,10:30,-0.0,-0.0,-0.0,0.0,0.0
11,10:30,10:45,-0.0,-0.0,-0.0,0.0,0.0
12,10:45,11:00,-0.0,-0.0,-0.0,0.0,0.0
13,11:00,11:15,-0.0,-0.0,-0.0,0.0,0.0
14,11:15,11:30,-0.0,-0.0,-0.0,0.0,0.0
15,11:30,11:45,-0.0,-0.0,-0.0,0.0,0.0
16,11:45,12:00,-0.0,-0.0,-0.0,0.0,0.0
17,12:00,12:15,-0.0,-0.0,-0.0,0.0,0.0
18,12:15,12:30,-0.0,-0.0,-0.0,0.0,0.0
19,12:30,12:45,-0.0,-0.0,-0.0,0.0,0.0
20,12:45,13:00,-0.0,-0.0,-0.0,0.0,0.0
21,13:00,13:15,-0.0,-0.0,-0.0,0.0,0.0
22,13:15,13:30,-0.0,-0.0,-0.0,0.0,0.0
23,13:30,13:45,-0.0,-0.0,-0.0,0.0,0.0
24,13:45,14:00,-0.0,-0.0,-0.0,0.0,0.0
25,14:00,14:15,-0.0,-0.0,-0.0,0.0,0.0
26,14:15,14:30,-0.0,-0.0,-0.0,0.0,0.0
27,14:30,14:45,-0.0,-0.0,-0.0,0.0,0.0
28,14:45,15:00,-0.0,-0.0,-0.0,0.0,0.0
29,15:00,15:15,-0.0,-0.0,-0.0,0.0,0.0
30,15:15,15:30,-0.0,-0.0,-0.0,0.0,0.0
31,15:30,15:45,-0.0,-0.0,-0.0,0.0,0.0
32,15:45,16:00,-0.0,-0.0,-0.0,0.0,0.0
33,16:00,16:15,-0.0,-0.0,-0.0,0.0,0.0
34,16:15,16:30,-0.0,-0.0,-0.0,0.0,0.0
35,16:30,16:45,-0.0,-0.0,-0.0,0.0,0.0
36,16:45,17:00,-0.0,-0.0,-0.0,0.0,0.0
37,17:00,17:15,-0.0,-0.0,-0.0,0.0,0.0
38,17:15,17:30,-0.0,-0.0,-0.0,0.0,0.0
39,17:30,17:45,-0.0,-0.0,-0.0,0.0,0.0
40,17:45,18:00,-0.0,-0.0,-0.0,0.0,0.0
41,18:00,18:15,-0.0,-0.0,-0.0,0.0,0.0
42,18:15,18:30,-0.0,-0.0,-0.0,0.0,0.0
43,18:30,18:45,-0.0,-0.0,-0.0,0.0,0.0
44,18:45,19:00,-0.0,-0.0,-0.0,0.0,0.0
45,19:00,19:15,-0.0,-0.0,-0.0,0.0,0.0
46,19:15,19:30,-0.0,-0.0,-0.0,0.0,0.0
47,19:30,19:45,-0.0,-0.0,-0.0,0.0,0.0
48,19:45,20:00,-0.0,-0.0,-0.0,0.0,0.0
49,20:00,20:15,-0.0,-0.0,-0.0,0.0,0.0
50,20:15,20:30,-0.0,-0.0,-0.0,0.0,0.0
51,20:30,20:45,-0.0,-0.0,-0.0,0.0,0.0
52,20:45,21:00,-0.0,-0.0,-0.0,0.0,0.0
53,21:00,21:15,1.261779480178645,0.48830865882913566,0.27517005258651134,0.48830865882913566,0.27517005258651134
54,21:15,21:30,1.261779480178645,0.48830865882913566,0.27642205579927753,0.9766173176582713,0.5515921083857889
55,21:30,21:45,1.2617794801788382,0.48830865882921043,0.28222110218031976,1.4649259764874818,0.8338132105661087
56,21:45,22:00,1.261779480178645,0.48830865882913566,0.29946948004611945,1.9532346353166175,1.1332826906122282
